game_id,play_id,desc,penalty_accepted,decision_team,down,ydstogo,yardline_100,decline_down,decline_ydstogo,decline_yardline_100,decline_pred,accept_down,accept_ydstogo,accept_yardline_100,accept_pred,correct_call,diff
2022_06_TB_PIT,1421,"(6:03) (Shotgun) 30-J.Warren left tackle to TB 36 for no gain (22-K.Neal). PENALTY on PIT-69-K.Dotson, Offensive Holding, 10 yards, enforced at TB 36 - No Play.",TRUE,Defense,1,10,36,2,10,36,0.5001030513882206,1,20,46,0.3372782938015983,TRUE,0.16282475758662235
2022_06_NYJ_GB,1169,"(12:41) (Shotgun) 33-A.Jones left tackle to NYJ 14 for 22 yards (29-L.Joyner). PENALTY on GB-74-E.Jenkins, Offensive Holding, 10 yards, enforced at NYJ 32.",TRUE,Defense,1,10,36,2,6,32,0.6582350531932522,1,20,46,0.3372782938015983,TRUE,0.32095675939165386
2022_04_SEA_DET,1327,"(10:48) (Shotgun) 7-G.Smith pass incomplete short right to 11-M.Goodwin. PENALTY on SEA-9-K.Walker, Offensive Holding, 10 yards, enforced at DET 36 - No Play.",TRUE,Defense,1,10,36,2,10,36,0.5001030513882206,1,20,46,0.3372782938015983,TRUE,0.16282475758662235
2022_15_ARI_DEN,199,"(12:16) 37-M.Mack up the middle to ARI 31 for 5 yards (34-J.Thompson). PENALTY on DEN-69-T.Compton, Offensive Holding, 10 yards, enforced at ARI 36 - No Play.",TRUE,Defense,1,10,36,2,10,36,0.5001030513882206,1,20,46,0.3372782938015983,TRUE,0.16282475758662235
2022_16_LV_PIT,2600,"(13:41) 22-N.Harris left guard to LV 34 for 3 yards (59-L.Masterson). PENALTY on PIT-69-K.Dotson, Offensive Holding, 10 yards, enforced at LV 37 - No Play.",TRUE,Defense,1,10,37,2,10,37,0.5003283297300669,1,20,47,0.33747974171072054,TRUE,0.16284858801934637
2022_20_DAL_SF,1361,"(5:41) 25-E.Mitchell left tackle to DAL 37 for no gain (55-L.Vander Esch, 99-C.Golston). PENALTY on SF-65-A.Banks, Offensive Holding, 10 yards, enforced at DAL 37 - No Play.",TRUE,Defense,1,10,37,2,10,37,0.5003283297300669,1,20,47,0.33747974171072054,TRUE,0.16284858801934637
2022_18_BAL_CIN,1124,"(11:20) (Shotgun) 17-K.Drake left end to CIN 31 for 6 yards (94-S.Hubbard). PENALTY on BAL-64-T.Linderbaum, Offensive Holding, 10 yards, enforced at CIN 37 - No Play.",TRUE,Defense,1,10,37,2,10,37,0.5003283297300669,1,20,47,0.33747974171072054,TRUE,0.16284858801934637
2022_14_NE_ARI,3022,"(1:43) (Shotgun) 12-C.McCoy sacked at NE 40 for -3 yards (55-J.Uche). Penalty on ARI-79-J.Jones, Offensive Holding, declined.",FALSE,Defense,1,10,37,2,13,40,0.37990377112268303,1,20,47,0.33747974171072054,FALSE,0.042424029411962494
2022_06_MIN_MIA,3533,"(5:28) (Shotgun) 31-R.Mostert up the middle to MIN 34 for 4 yards (54-E.Kendricks). PENALTY on MIA-68-R.Hunt, Offensive Holding, 10 yards, enforced at MIN 38 - No Play.",TRUE,Defense,1,10,38,2,10,38,0.5005536079386104,1,20,48,0.3376812486322542,TRUE,0.16287235930635618
2022_16_DEN_LA,798,"(2:09) (Shotgun) 19-C.Edmonds up the middle to LA 34 for 4 yards (45-B.Wagner; 90-E.Brown). PENALTY on DEN-61-G.Glasgow, Offensive Holding, 10 yards, enforced at LA 38 - No Play.",TRUE,Defense,1,10,38,2,10,38,0.5005536079386104,1,20,48,0.3376812486322542,TRUE,0.16287235930635618
2022_11_CHI_ATL,1849,"(1:36) (Shotgun) 1-J.Fields pass short left to 32-D.Montgomery to ATL 35 for 4 yards (3-M.Walker) [97-G.Jarrett]. PENALTY on CHI-79-M.Schofield, Offensive Holding, 10 yards, enforced at ATL 39 - No Play.",TRUE,Defense,1,10,39,2,10,39,0.500778885922388,1,20,49,0.33788281451028557,TRUE,0.16289607141210238
2022_15_PHI_CHI,454,"(7:29) (No Huddle, Shotgun) 1-J.Hurts pass deep right intended for 11-A.Brown INTERCEPTED by 6-K.Gordon at CHI 17. 6-K.Gordon to CHI 17 for no gain (11-A.Brown). Penalty on PHI-65-L.Johnson, Offensive Holding, declined.",FALSE,Defense,1,10,40,2,10,40,0.5010041635899364,1,20,50,0.3380844392888201,FALSE,0.1629197243011163
2022_14_JAX_TEN,2286,"(13:07) (Shotgun) 16-T.Lawrence scrambles left end ran ob at TEN 32 for 8 yards (98-J.Simmons). PENALTY on JAX-68-B.Scherff, Offensive Holding, 10 yards, enforced at TEN 40 - No Play.",TRUE,Defense,1,10,40,2,10,40,0.5010041635899364,1,20,50,0.3380844392888201,TRUE,0.1629197243011163
2022_17_ARI_ATL,635,"(3:12) (Shotgun) 25-T.Allgeier right end pushed ob at ARI 3 for 37 yards (9-I.Simmons). PENALTY on ATL-63-C.Lindstrom, Offensive Holding, 10 yards, enforced at ARI 38.",TRUE,Defense,1,10,40,2,8,38,0.582131602101988,1,20,50,0.3380844392888201,TRUE,0.2440471628131679
2022_18_CLE_PIT,3850,"(1:23) (No Huddle, Shotgun) 4-D.Watson pass incomplete deep middle to 85-D.Njoku. PENALTY on CLE-55-E.Pocic, Offensive Holding, 10 yards, enforced at PIT 40 - No Play.",TRUE,Defense,1,10,40,2,10,40,0.5010041635899364,1,20,50,0.3380844392888201,TRUE,0.1629197243011163
2022_17_JAX_HOU,2407,"(7:25) 33-D.Ogunbowale left tackle to JAX 39 for 2 yards (23-F.Oluokun). PENALTY on HOU-78-L.Tunsil, Offensive Holding, 10 yards, enforced at JAX 41 - No Play.",TRUE,Defense,1,10,41,2,10,41,0.5012294408497932,1,20,51,0.33828612291178306,TRUE,0.1629433179380101
2022_12_DEN_CAR,272,"(11:05) 64-C.Mays reported in as eligible.  33-D.Foreman left guard to DEN 41 for no gain (49-A.Singleton). PENALTY on CAR-70-B.Christensen, Offensive Holding, 10 yards, enforced at DEN 41 - No Play.",TRUE,Defense,1,10,41,2,10,41,0.5012294408497932,1,20,51,0.33828612291178306,TRUE,0.1629433179380101
2022_05_PHI_ARI,2939,"(2:17) (No Huddle, Shotgun) 1-J.Hurts scrambles left end to ARI 40 for 1 yard (9-I.Simmons; 25-Z.Collins). PENALTY on PHI-69-L.Dickerson, Offensive Holding, 10 yards, enforced at ARI 41 - No Play.",TRUE,Defense,1,10,41,2,10,41,0.5012294408497932,1,20,51,0.33828612291178306,TRUE,0.1629433179380101
2022_02_ARI_LV,2262,"(10:05) (No Huddle, Shotgun) 1-K.Murray right end ran ob at LV 20 for 22 yards (30-D.Harmon). PENALTY on ARI-18-A.Green, Offensive Holding, 10 yards, enforced at LV 32.",TRUE,Defense,1,10,42,1,10,32,0.7228244785791282,1,20,52,0.3384878653230189,TRUE,0.38433661325610935
2022_14_JAX_TEN,1162,"(12:15) 1-T.Etienne left tackle to TEN 43 for -1 yards (53-D.Cole). PENALTY on JAX-84-C.Manhertz, Offensive Holding, 10 yards, enforced at TEN 42 - No Play.",TRUE,Defense,1,10,42,2,10,42,0.5014547176104969,1,20,52,0.3384878653230189,TRUE,0.16296685228747798
2022_16_JAX_NYJ,2797,"(:58) (Shotgun) 25-T.Johnson left end pushed ob at JAX 31 for 11 yards (32-T.Campbell). PENALTY on NYJ-71-D.Brown, Offensive Holding, 10 yards, enforced at JAX 41.",TRUE,Defense,1,10,42,2,9,41,0.5422925907542827,1,20,52,0.3384878653230189,TRUE,0.20380472543126382
2022_06_DEN_LAC,1583,"(4:13) (Shotgun) 10-J.Herbert pass short middle to 30-A.Ekeler to DEN 29 for 13 yards (50-J.Griffith). PENALTY on LAC-77-Z.Johnson, Offensive Holding, 10 yards, enforced at DEN 42 - No Play.",TRUE,Defense,1,10,42,2,10,42,0.5014547176104969,1,20,52,0.3384878653230189,TRUE,0.16296685228747798
2022_07_NYJ_DEN,3426,"(8:08) 25-T.Johnson left guard to DEN 37 for 6 yards (50-J.Griffith). PENALTY on NYJ-65-N.Herbig, Offensive Holding, 10 yards, enforced at DEN 43 - No Play.",TRUE,Defense,1,10,43,2,10,43,0.5016799937805859,1,20,53,0.33868966646629167,TRUE,0.16299032731429425
2022_05_HOU_JAX,3054,"(7:59) 31-D.Pierce right end to JAX 41 for 2 yards (26-S.Griffin). PENALTY on HOU-4-P.Dorsett, Offensive Holding, 10 yards, enforced at JAX 43 - No Play.",TRUE,Defense,1,10,43,2,10,43,0.5016799937805859,1,20,53,0.33868966646629167,TRUE,0.16299032731429425
2022_09_LA_TB,239,"(12:43) 7-L.Fournette up the middle to LA 39 for 4 yards (58-J.Hollins). PENALTY on TB-70-R.Hainsey, Offensive Holding, 10 yards, enforced at LA 43 - No Play.",TRUE,Defense,1,10,43,2,10,43,0.5016799937805859,1,20,53,0.33868966646629167,TRUE,0.16299032731429425
2022_17_SF_LV,2159,"(7:52) 23-C.McCaffrey left tackle to LV 39 for 4 yards (21-A.Robertson). PENALTY on SF-85-G.Kittle, Offensive Holding, 10 yards, enforced at LV 43 - No Play.",TRUE,Defense,1,10,43,2,10,43,0.5016799937805859,1,20,53,0.33868966646629167,TRUE,0.16299032731429425
2022_12_NO_SF,2389,"(12:29) 19-D.Samuel right end ran ob at NO 27 for 16 yards (56-D.Davis). PENALTY on SF-64-J.Brendel, Offensive Holding, 10 yards, enforced at NO 43 - No Play.",TRUE,Defense,1,10,43,2,10,43,0.5016799937805859,1,20,53,0.33868966646629167,TRUE,0.16299032731429425
2022_05_CHI_MIN,2587,"(5:39) 1-J.Fields scrambles left end pushed ob at MIN 31 for 12 yards (58-J.Hicks). PENALTY on CHI-76-T.Jenkins, Offensive Holding, 10 yards, enforced at MIN 43 - No Play.",TRUE,Defense,1,10,43,2,10,43,0.5016799937805859,1,20,53,0.33868966646629167,TRUE,0.16299032731429425
2022_16_DEN_LA,2186,"(13:57) (No Huddle, Shotgun) 28-L.Murray up the middle to LA 38 for 6 yards (24-T.Rapp). PENALTY on DEN-57-B.Turner, Offensive Holding, 10 yards, enforced at LA 44 - No Play.",TRUE,Defense,1,10,44,2,10,44,0.5019052692686008,1,20,54,0.33889152628528496,TRUE,0.16301374298331583
2022_18_NE_BUF,2903,"(14:31) (Shotgun) 10-M.Jones pass incomplete deep right to 16-J.Meyers [92-D.Jones]. NE-71-M.Onwenu was injured during the play.  PENALTY on NE-60-D.Andrews, Offensive Holding, 10 yards, enforced at BUF 45 - No Play. M.Onwenu walks off.",TRUE,Defense,1,10,45,2,10,45,0.5021305439830821,1,20,55,0.3390934447236019,TRUE,0.16303709925948018
2022_13_BUF_NE,2558,"(9:28) 38-R.Stevenson left end to BUF 49 for -4 yards (57-A.Epenesa). Penalty on NE-60-D.Andrews, Offensive Holding, declined.",FALSE,Defense,1,10,45,2,14,49,0.34377768387151075,1,20,55,0.3390934447236019,FALSE,0.004684239147908831
2022_17_JAX_HOU,3417,"(4:39) (No Huddle, Shotgun) 10-D.Mills pass incomplete short right to 26-R.Freeman. PENALTY on HOU-59-K.Green, Offensive Holding, 10 yards, enforced at JAX 45 - No Play.",TRUE,Defense,1,10,45,2,10,45,0.5021305439830821,1,20,55,0.3390934447236019,TRUE,0.16303709925948018
2022_13_TEN_PHI,3272,"(4:21) (No Huddle, Shotgun) 1-J.Hurts left end ran ob at TEN 37 for 9 yards (52-J.Schobert). PENALTY on PHI-69-L.Dickerson, Offensive Holding, 10 yards, enforced at TEN 46 - No Play.",TRUE,Defense,1,10,46,2,10,46,0.5023558178325725,1,20,56,0.3392954217247654,TRUE,0.16306039610780715
2022_11_CIN_PIT,1527,"(3:56) (Shotgun) 8-K.Pickett pass incomplete deep middle to 14-G.Pickens. PENALTY on PIT-65-D.Moore, Offensive Holding, 10 yards, enforced at CIN 46 - No Play.",TRUE,Defense,1,10,46,2,10,46,0.5023558178325725,1,20,56,0.3392954217247654,TRUE,0.16306039610780715
2022_17_CHI_DET,3168,"(6:57) (Shotgun) 1-J.Fields sacked at CHI 44 for -10 yards (93-J.Paschal). Penalty on CHI-70-B.Jones, Offensive Holding, declined. Penalty on CHI-71-R.Reiff, Offensive Holding, declined.",FALSE,Defense,1,10,46,2,20,56,0.1640848629400804,1,20,56,0.3392954217247654,TRUE,0.175210558784685
2022_05_CIN_BAL,633,"(4:45) (Shotgun) 8-L.Jackson right end pushed ob at CIN 38 for 8 yards (20-E.Apple). PENALTY on BAL-65-P.Mekari, Offensive Holding, 10 yards, enforced at CIN 46 - No Play.",TRUE,Defense,1,10,46,2,10,46,0.5023558178325725,1,20,56,0.3392954217247654,TRUE,0.16306039610780715
2022_15_TEN_LAC,2132,"(9:19) 10-J.Herbert scrambles left end to TEN 45 for 1 yard (28-J.Kalu). PENALTY on LAC-71-M.Feiler, Offensive Holding, 10 yards, enforced at TEN 46 - No Play.",TRUE,Defense,1,10,46,2,10,46,0.5023558178325725,1,20,56,0.3392954217247654,TRUE,0.16306039610780715
2022_01_NYG_TEN,2321,"(7:36) (No Huddle) 22-D.Henry left guard to NYG 34 for 13 yards (22-A.Jackson). PENALTY on TEN-55-A.Brewer, Offensive Holding, 10 yards, enforced at NYG 45.",TRUE,Defense,1,10,47,2,8,45,0.583665201358061,1,20,57,0.33949745723221786,TRUE,0.24416774412584313
2022_06_CIN_NO,3445,"(8:34) (Shotgun) 9-J.Burrow pass incomplete deep left to 83-T.Boyd. PENALTY on CIN-71-L.Collins, Offensive Holding, 10 yards, enforced at NO 47 - No Play.",TRUE,Defense,1,10,47,2,10,47,0.5025810907256155,1,20,57,0.33949745723221786,TRUE,0.16308363349339766
2022_17_DEN_KC,1540,"(4:04) (Shotgun) 10-I.Pacheco right end to DEN 47 for 1 yard (99-D.Williams, 92-J.Harris). PENALTY on KC-65-T.Smith, Offensive Holding, 10 yards, enforced at DEN 48 - No Play.",TRUE,Defense,1,10,48,2,10,48,0.5028063625707565,1,20,58,0.3396995511893215,TRUE,0.163106811381435
2022_09_LV_JAX,466,"(7:42) (No Huddle, Shotgun) 28-J.Jacobs right end to JAX 25 for 23 yards (5-A.Cisco). PENALTY on LV-10-M.Hollins, Offensive Holding, 10 yards, enforced at JAX 48 - No Play.",TRUE,Defense,1,10,48,2,10,48,0.5028063625707565,1,20,58,0.3396995511893215,TRUE,0.163106811381435
2022_17_DAL_TEN,2463,"(9:43) (No Huddle) 21-E.Elliott right guard to TEN 47 for 1 yard (99-R.Weaver, 72-J.Peevy). PENALTY on DAL-63-T.Biadasz, Offensive Holding, 10 yards, enforced at TEN 48 - No Play.",TRUE,Defense,1,10,48,2,10,48,0.5028063625707565,1,20,58,0.3396995511893215,TRUE,0.163106811381435
2022_18_CAR_NO,2591,"(13:56) 7-T.Hill at quarterback. (Shotgun) 41-A.Kamara left end to CAR 48 for no gain (55-C.Littleton; 49-F.Luvu). PENALTY on NO-82-A.Trautman, Offensive Holding, 10 yards, enforced at CAR 48 - No Play.",TRUE,Defense,1,10,48,2,10,48,0.5028063625707565,1,20,58,0.3396995511893215,TRUE,0.163106811381435
2022_18_NYJ_MIA,2338,"(2:34) (Shotgun) 19-J.Flacco pass short middle to 17-G.Wilson to MIA 36 for 13 yards (21-E.Rowe). PENALTY on NYJ-68-M.Remmers, Offensive Holding, 10 yards, enforced at MIA 49 - No Play. Miami challenged the runner was down by contact ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",TRUE,Defense,1,10,49,2,10,49,0.5030316332765425,1,20,59,0.33990170353935817,TRUE,0.16312992973718438
2022_15_CIN_TB,3113,"(12:13) (Shotgun) 7-L.Fournette left tackle to CIN 45 for 4 yards (55-L.Wilson). PENALTY on TB-60-N.Leverett, Offensive Holding, 10 yards, enforced at CIN 49 - No Play.",TRUE,Defense,1,10,49,2,10,49,0.5030316332765425,1,20,59,0.33990170353935817,TRUE,0.16312992973718438
2022_13_IND_DAL,2339,"(13:29) 21-E.Elliott left guard to IND 47 for 2 yards (32-J.Blackmon; 58-B.Okereke). PENALTY on DAL-87-J.Ferguson, Offensive Holding, 10 yards, enforced at IND 49 - No Play.",TRUE,Defense,1,10,49,2,10,49,0.5030316332765425,1,20,59,0.33990170353935817,TRUE,0.16312992973718438
2022_05_IND_DEN,3282,"(13:28) 30-P.Lindsay right tackle to DEN 42 for 7 yards (42-N.Bonitto). PENALTY on IND-63-D.Pinter, Offensive Holding, 10 yards, enforced at DEN 49 - No Play.",TRUE,Defense,1,10,49,2,10,49,0.5030316332765425,1,20,59,0.33990170353935817,TRUE,0.16312992973718438
2022_07_KC_SF,3819,"(7:24) (Shotgun) 10-I.Pacheco left end ran ob at SF 38 for 11 yards (95-D.Jackson). PENALTY on KC-62-J.Thuney, Offensive Holding, 10 yards, enforced at SF 49 - No Play.",TRUE,Defense,1,10,49,2,10,49,0.5030316332765425,1,20,59,0.33990170353935817,TRUE,0.16312992973718438
2022_11_PHI_IND,2160,"(12:13) (Shotgun) 1-J.Hurts pass short right to 11-A.Brown ran ob at IND 47 for 3 yards. PENALTY on PHI-65-L.Johnson, Offensive Holding, 10 yards, enforced at 50 - No Play.",TRUE,Defense,1,10,50,2,10,50,0.5032569027515222,1,20,60,0.34010391422552966,TRUE,0.16315298852599258
2022_03_ATL_SEA,3061,"(12:10) 20-R.Penny left guard to ATL 49 for 1 yard (54-R.Evans). PENALTY on SEA-68-D.Lewis, Offensive Holding, 10 yards, enforced at 50 - No Play.",TRUE,Defense,1,10,50,2,10,50,0.5032569027515222,1,20,60,0.34010391422552966,TRUE,0.16315298852599258
2022_17_CLE_WAS,155,"(13:22) (Shotgun) 4-D.Watson pass incomplete short left to 85-D.Njoku. PENALTY on CLE-75-J.Bitonio, Offensive Holding, 10 yards, enforced at 50 - No Play.",TRUE,Defense,1,10,50,2,10,50,0.5032569027515222,1,20,60,0.34010391422552966,TRUE,0.16315298852599258
2022_01_NO_ATL,2809,"(1:41) 84-C.Patterson right end to NO 43 for 7 yards (93-D.Onyemata). PENALTY on ATL-76-K.McGary, Offensive Holding, 10 yards, enforced at 50 - No Play.",TRUE,Defense,1,10,50,2,10,50,0.5032569027515222,1,20,60,0.34010391422552966,TRUE,0.16315298852599258
2022_13_KC_CIN,2562,"(2:26) 9-J.Burrow pass incomplete short left to 34-S.Perine. PENALTY on CIN-73-J.Williams, Offensive Holding, 10 yards, enforced at 50 - No Play.",TRUE,Defense,1,10,50,2,10,50,0.5032569027515222,1,20,60,0.34010391422552966,TRUE,0.16315298852599258
2022_05_SF_CAR,3634,"(5:59) 28-T.Coleman right end pushed ob at CAR 36 for 15 yards (38-M.Hartsfield). PENALTY on SF-89-C.Woerner, Offensive Holding, 10 yards, enforced at SF 49 - No Play.",TRUE,Defense,1,10,51,2,10,51,0.5034821709042467,1,20,61,0.34030618319095757,TRUE,0.16317598771328917
2022_03_LA_ARI,2000,"(:29) (No Huddle, Shotgun) 1-K.Murray pass short right to 83-G.Dortch to LA 47 for 4 yards (36-G.Haley). PENALTY on ARI-17-A.Isabella, Offensive Holding, 10 yards, enforced at LA 48.",TRUE,Defense,1,10,51,2,7,48,0.6236803154345928,1,20,61,0.34030618319095757,TRUE,0.2833741322436352
2022_07_NYG_JAX,669,"(5:24) (No Huddle, Shotgun) 8-D.Jones pass incomplete short right to 17-W.Robinson. PENALTY on NYG-88-T.Hudson, Offensive Holding, 10 yards, enforced at NYG 49 - No Play.",TRUE,Defense,1,10,51,2,10,51,0.5034821709042467,1,20,61,0.34030618319095757,TRUE,0.16317598771328917
2022_16_TB_ARI,628,"(5:37) (Shotgun) 6-J.Conner left tackle to TB 48 for 3 yards (9-J.Tryon). PENALTY on ARI-75-M.Garcia, Offensive Holding, 10 yards, enforced at ARI 49 - No Play.",TRUE,Defense,1,10,51,2,10,51,0.5034821709042467,1,20,61,0.34030618319095757,TRUE,0.16317598771328917
2022_17_DEN_KC,2218,"(13:17) 19-C.Edmonds right end ran ob at KC 40 for 12 yards (20-J.Reid). PENALTY on DEN-82-E.Saubert, Offensive Holding, 10 yards, enforced at KC 48.",TRUE,Defense,1,10,52,2,6,48,0.6614710705900804,1,20,62,0.34050851037868324,TRUE,0.32096256021139713
2022_17_ARI_ATL,1303,"(7:31) (Shotgun) 4-D.Ridder sacked at ATL 47 for 0 yards (41-M.Sanders). PENALTY on ATL-67-D.Dalman, Offensive Holding, 10 yards, enforced at ATL 47 - No Play.",TRUE,Defense,1,10,53,2,10,53,0.5039327028771433,1,20,63,0.340710895731668,TRUE,0.1632218071454753
2022_16_ATL_BAL,3326,"(4:59) (Shotgun) 4-D.Ridder pass short right to 84-C.Patterson ran ob at 50 for 3 yards (6-P.Queen). PENALTY on ATL-67-D.Dalman, Offensive Holding, 10 yards, enforced at ATL 47 - No Play.",TRUE,Defense,1,10,53,2,10,53,0.5039327028771433,1,20,63,0.340710895731668,TRUE,0.1632218071454753
2022_13_BUF_NE,510,"(6:03) 10-M.Jones scrambles left end to BUF 47 for 6 yards (55-C.Basham). PENALTY on NE-77-T.Brown, Offensive Holding, 10 yards, enforced at NE 47 - No Play.",TRUE,Defense,1,10,53,2,10,53,0.5039327028771433,1,20,63,0.340710895731668,TRUE,0.1632218071454753
2022_02_IND_JAX,1038,"(9:04) (Shotgun) 25-J.Robinson left end to JAX 49 for 2 yards (44-Z.Franklin). PENALTY on JAX-74-C.Robinson, Offensive Holding, 10 yards, enforced at JAX 47 - No Play.",TRUE,Defense,1,10,53,2,10,53,0.5039327028771433,1,20,63,0.340710895731668,TRUE,0.1632218071454753
2022_05_CHI_MIN,2845,"(:25) 4-D.Cook up the middle to CHI 46 for 7 yards (4-E.Jackson). PENALTY on MIN-86-J.Mundt, Offensive Holding, 10 yards, enforced at MIN 47 - No Play.",TRUE,Defense,1,10,53,2,10,53,0.5039327028771433,1,20,63,0.340710895731668,TRUE,0.1632218071454753
2022_03_KC_IND,1943,"(:34) (Shotgun) 15-P.Mahomes pass incomplete deep middle to 84-Ju.Watson (25-R.Thomas). PENALTY on KC-65-T.Smith, Offensive Holding, 10 yards, enforced at KC 46 - No Play.",TRUE,Defense,1,10,54,2,10,54,0.5041579665144287,1,20,64,0.34091333919279326,TRUE,0.16324462732163542
2022_17_SF_LV,3503,"(2:00) (Shotgun) 3-J.Stidham pass incomplete short right to 28-J.Jacobs [75-J.Willis]. PENALTY on LV-66-D.Parham, Offensive Holding, 10 yards, enforced at LV 46 - No Play.",TRUE,Defense,1,10,54,2,10,54,0.5041579665144287,1,20,64,0.34091333919279326,TRUE,0.16324462732163542
2022_02_HOU_DEN,550,"(7:09) 12-M.Washington left end ran ob at HOU 15 for 39 yards (24-D.Stingley). PENALTY on DEN-25-M.Gordon, Offensive Holding, 10 yards, enforced at HOU 35.",TRUE,Defense,1,10,54,1,10,35,0.7233657644714775,1,20,64,0.34091333919279326,TRUE,0.3824524252786842
2022_16_ATL_BAL,1586,"(2:00) 84-C.Patterson right end to BAL 44 for 10 yards (18-R.Smith). PENALTY on ATL-76-K.McGary, Offensive Holding, 10 yards, enforced at ATL 46 - No Play.",TRUE,Defense,1,10,54,2,10,54,0.5041579665144287,1,20,64,0.34091333919279326,TRUE,0.16324462732163542
2022_18_BAL_CIN,3845,"(5:55) 34-S.Perine right tackle pushed ob at BAL 38 for 17 yards (36-C.Clark). PENALTY on CIN-77-H.Adeniji, Offensive Holding, 10 yards, enforced at CIN 45 - No Play.",TRUE,Defense,1,10,55,2,10,55,0.5043832284636849,1,20,65,0.34111584070486023,TRUE,0.16326738775882466
2022_05_TEN_WAS,1144,"(12:26) 22-D.Henry left end to TEN 48 for 3 yards (55-C.Holcomb). PENALTY on TEN-8-C.Hollister, Offensive Holding, 10 yards, enforced at TEN 47.",TRUE,Defense,1,10,55,2,8,53,0.5854159035753218,1,20,65,0.34111584070486023,TRUE,0.24430006287046158
2022_09_BAL_NO,2064,"(13:41) (Shotgun) 17-K.Drake right end to 50 for 5 yards (6-M.Maye; 20-P.Werner). PENALTY on BAL-79-R.Stanley, Offensive Holding, 10 yards, enforced at BAL 45 - No Play.",TRUE,Defense,1,10,55,2,10,55,0.5043832284636849,1,20,65,0.34111584070486023,TRUE,0.16326738775882466
2022_06_JAX_IND,162,"(13:28) (No Huddle, Shotgun) 2-M.Ryan pass incomplete short left to 1-P.Campbell. PENALTY on IND-72-B.Smith, Offensive Holding, 10 yards, enforced at IND 45 - No Play.",TRUE,Defense,1,10,55,2,10,55,0.5043832284636849,1,20,65,0.34111584070486023,TRUE,0.16326738775882466
2022_15_TEN_LAC,1350,"(4:03) 22-D.Henry right end to LAC 47 for 9 yards (49-D.Tranquill). PENALTY on TEN-81-A.Hooper, Offensive Holding, 10 yards, enforced at TEN 44 - No Play.",TRUE,Defense,1,10,56,2,10,56,0.5046084886334748,1,20,66,0.3413184002105902,TRUE,0.16329008842288467
2022_16_NO_CLE,2294,"(4:13) 66-J.Hudson reported in as eligible.  4-D.Watson pass short left to 24-N.Chubb to CLE 44 for 1 yard (55-K.Elliss). PENALTY on CLE-78-J.Conklin, Offensive Holding, 10 yards, enforced at CLE 43 - No Play.",TRUE,Defense,1,10,57,2,10,57,0.5048337469323648,1,20,67,0.3415210176526246,TRUE,0.16331272927974022
2022_14_LV_LA,1929,"(12:10) 28-J.Jacobs up the middle to LV 44 for 2 yards (45-B.Wagner). PENALTY on LV-45-J.Johnson, Offensive Holding, 10 yards, enforced at LV 42 - No Play.",TRUE,Defense,1,10,58,2,10,58,0.5050590032689235,1,20,68,0.34172369297352506,TRUE,0.16333531029539844
2022_10_MIN_BUF,2302,"(12:22) (Shotgun) 26-D.Singletary right end pushed ob at MIN 49 for 9 yards (97-H.Phillips). PENALTY on BUF-79-S.Brown, Offensive Holding, 10 yards, enforced at BUF 42 - No Play.",TRUE,Defense,1,10,58,2,10,58,0.5050590032689235,1,20,68,0.34172369297352506,TRUE,0.16333531029539844
2022_17_IND_NYG,3113,"(9:59) 29-J.Wilkins left guard to NYG 37 for 21 yards (20-J.Love, 37-F.Moreau). PENALTY on IND-75-W.Fries, Offensive Holding, 10 yards, enforced at IND 49. Officially, a rush for 7 yards.",TRUE,Defense,1,10,58,2,3,51,0.7625178372387629,1,20,68,0.34172369297352506,TRUE,0.4207941442652378
2022_11_SF_ARI,2466,"(7:52) (Shotgun) 10-J.Garoppolo pass short left to 19-D.Samuel to SF 47 for 5 yards (20-M.Wilson). PENALTY on SF-74-S.Burford, Offensive Holding, 10 yards, enforced at SF 42 - No Play.",TRUE,Defense,1,10,58,2,10,58,0.5050590032689235,1,20,68,0.34172369297352506,TRUE,0.16333531029539844
2022_17_CAR_TB,343,"(10:23) 12-T.Brady pass short left to 21-K.Vaughn to TB 43 for 1 yard (49-F.Luvu). PENALTY on TB-76-D.Smith, Offensive Holding, 10 yards, enforced at TB 42 - No Play.",TRUE,Defense,1,10,58,2,10,58,0.5050590032689235,1,20,68,0.34172369297352506,TRUE,0.16333531029539844
2022_01_BAL_NYJ,660,"(5:21) 32-Mi.Carter right end pushed ob at NYJ 44 for 3 yards (40-M.Harrison). PENALTY on NYJ-81-L.Cager, Offensive Holding, 10 yards, enforced at NYJ 42.",TRUE,Defense,1,10,59,2,9,58,0.5460923868264306,1,20,69,0.3419264261157733,TRUE,0.2041659607106573
2022_08_ARI_MIN,4200,"(2:39) 4-D.Cook right guard to MIN 43 for 2 yards (44-M.Golden; 95-L.Fotu). Penalty on MIN-86-J.Mundt, Offensive Holding, declined.",FALSE,Defense,1,10,59,2,8,57,0.5862904492726586,1,20,69,0.3419264261157733,FALSE,0.24436402315688532
2022_04_LAC_HOU,2245,"(11:28) 10-D.Mills pass incomplete short middle to 31-D.Pierce [52-K.Mack]. PENALTY on HOU-78-L.Tunsil, Offensive Holding, 10 yards, enforced at HOU 41 - No Play.",TRUE,Defense,1,10,59,2,10,59,0.5052842575517232,1,20,69,0.3419264261157733,TRUE,0.16335783143594995
