desc,down,ydstogo,yardline_100,penalty_yards,penalty_accepted,penalty_type
"(2:03) PENALTY on NO-98-P.Turner, Neutral Zone Infraction, 5 yards, enforced at ATL 46 - No Play.",1,10,54,5,TRUE,Neutral Zone Infraction
"(8:42) (Shotgun) 84-C.Patterson right guard to ATL 35 for 3 yards (56-D.Davis; 91-K.Street). PENALTY on ATL-70-J.Matthews, Offensive Holding, 10 yards, enforced at ATL 32 - No Play.",2,10,68,-10,TRUE,Offensive Holding
"(6:12) 41-A.Kamara left tackle to NO 30 for 2 yards (47-A.Ebiketie). PENALTY on ATL-94-A.Rush, Defensive Offside, 5 yards, enforced at NO 28 - No Play.",2,4,72,5,TRUE,Defensive Offside
"(3:47) (Shotgun) 1-M.Mariota pass short middle to 5-D.London to ATL 27 for 9 yards (20-P.Werner). PENALTY on NO-20-P.Werner, Unnecessary Roughness, 15 yards, enforced at ATL 27.",1,10,82,15,TRUE,Unnecessary Roughness
"(6:58) (No Huddle, Shotgun) 1-M.Mariota pass incomplete deep right to 17-O.Zaccheaus. PENALTY on NO-6-M.Maye, Defensive Pass Interference, 39 yards, enforced at NO 41 - No Play.",1,10,41,39,TRUE,Defensive Pass Interference
"(1:41) 84-C.Patterson right end to NO 43 for 7 yards (93-D.Onyemata). PENALTY on ATL-76-K.McGary, Offensive Holding, 10 yards, enforced at 50 - No Play.",1,10,50,-10,TRUE,Offensive Holding
"(1:21) (Shotgun) 1-M.Mariota scrambles left end pushed ob at NO 44 for 16 yards (23-M.Lattimore). PENALTY on NO-30-J.Evans, Defensive Holding, 5 yards, enforced at NO 44.",1,20,60,5,TRUE,Defensive Holding
"(12:55) (Shotgun) PENALTY on ATL-46-P.Hesse, False Start, 5 yards, enforced at NO 4 - No Play.",2,4,4,-5,TRUE,False Start
"(12:51) (Shotgun) 1-M.Mariota pass incomplete short left to 89-B.Edwards. Penalty on ATL-67-D.Dalman, Offensive Holding, declined.",3,9,9,NA,FALSE,NA
"(7:12) (Punt formation) PENALTY on ATL, Delay of Game, 5 yards, enforced at 50 - No Play.",4,2,50,-5,TRUE,Delay of Game
"(4:11) (No Huddle, Shotgun) 2-J.Winston pass incomplete short right to 13-M.Thomas. ATL-29-C.Hayward was injured during the play.  PENALTY on ATL-92-A.Ogundeji, Defensive Offside, 5 yards, enforced at ATL 28 - No Play.",1,10,28,5,TRUE,Defensive Offside
"TWO-POINT CONVERSION ATTEMPT. 22-M.Ingram rushes right end. ATTEMPT FAILS. Penalty on NO-82-A.Trautman, Illegal Shift, declined.",NA,0,2,NA,FALSE,NA
"(1:59) (Shotgun) 1-M.Mariota pass incomplete deep left to 17-O.Zaccheaus. PENALTY on NO-23-M.Lattimore, Defensive Holding, 5 yards, enforced at ATL 44 - No Play.",3,6,56,5,TRUE,Defensive Holding
"(:54) (Punt formation) PENALTY on ATL, Delay of Game, 5 yards, enforced at NO 42 - No Play.",4,1,42,-5,TRUE,Delay of Game
"(:54) 13-B.Pinion punts 37 yards to NO 10, Center-48-L.McCullough, fair catch by 11-D.Harty. PENALTY on ATL-48-L.McCullough, Offensive Holding, 10 yards, enforced at NO 10.",4,6,47,-10,TRUE,Offensive Holding
"(:38) (No Huddle) 2-J.Winston spiked the ball to stop the clock. PENALTY on NO-2-J.Winston, Intentional Grounding, 10 yards, enforced at ATL 40.",1,10,40,-10,TRUE,Intentional Grounding
"(:06) (Shotgun) 1-M.Mariota pass short left to 84-C.Patterson to ATL 40 for 5 yards (32-T.Mathieu). PENALTY on NO-23-M.Lattimore, Unnecessary Roughness, 15 yards, enforced at ATL 40.",1,10,65,15,TRUE,Unnecessary Roughness
"(7:49) 8-D.Jones sacked at NYG 32 for -6 yards (48-B.Dupree). Penalty on NYG-85-C.Myarick, Offensive Holding, declined.",2,8,62,NA,FALSE,NA
"(7:17) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at NYG 32 - No Play.",3,14,68,-5,TRUE,Delay of Game
"(9:26) (Shotgun) 17-R.Tannehill pass short right to 40-D.Hilliard to NYG 37 for 1 yard (22-A.Jackson). PENALTY on NYG-30-D.Holmes, Defensive Holding, 5 yards, enforced at NYG 38 - No Play.",3,6,38,5,TRUE,Defensive Holding
"(:24) (Shotgun) 8-D.Jones pass short left to 26-S.Barkley to NYG 44 for 11 yards (51-D.Long, 99-R.Weaver). PENALTY on NYG-64-M.Glowinski, Offensive Holding, 10 yards, enforced at NYG 33 - No Play.",1,10,67,-10,TRUE,Offensive Holding
"(11:39) 31-M.Breida right tackle to TEN 9 for 4 yards (31-K.Byard). PENALTY on TEN-96-D.Autry, Illegal Use of Hands, 5 yards, enforced at TEN 9.",2,1,13,5,TRUE,Illegal Use of Hands
"9-G.Gano kicks 64 yards from NYG 35 to TEN 1. 23-T.Cannon to NYG 47 for 52 yards (47-C.Brown; 33-A.Robinson). PENALTY on TEN-16-T.Burks, Offensive Holding, 10 yards, enforced at TEN 20.",NA,0,35,-10,TRUE,Offensive Holding
"(7:36) (No Huddle) 22-D.Henry left guard to NYG 34 for 13 yards (22-A.Jackson). PENALTY on TEN-55-A.Brewer, Offensive Holding, 10 yards, enforced at NYG 45.",1,10,47,-10,TRUE,Offensive Holding
"(4:26) (Shotgun) PENALTY on TEN, Delay of Game, 5 yards, enforced at NYG 18 - No Play.",1,10,18,-5,TRUE,Delay of Game
"(3:27) (Shotgun) 17-R.Tannehill pass incomplete short right to 2-R.Woods (22-A.Jackson). PENALTY on NYG-22-A.Jackson, Defensive Pass Interference, 5 yards, enforced at NYG 18 - No Play.",2,10,18,5,TRUE,Defensive Pass Interference
"(3:22) 22-D.Henry up the middle to NYG 4 for 9 yards (20-J.Love; 59-A.Calitro). PENALTY on TEN-55-A.Brewer, Offensive Holding, 10 yards, enforced at NYG 13 - No Play.",1,10,13,-10,TRUE,Offensive Holding
"(:42) PENALTY on TEN-78-N.Petit-Frere, False Start, 5 yards, enforced at TEN 14 - No Play.",1,10,86,-5,TRUE,False Start
"(13:05) (Shotgun) PENALTY on NYG-68-B.Bredeson, False Start, 5 yards, enforced at NYG 38 - No Play.",2,6,62,-5,TRUE,False Start
"9-G.Gano kicks 65 yards from NYG 35 to end zone, Touchback. PENALTY on NYG, Illegal Formation, 5 yards, enforced at TEN 25.",NA,0,35,5,TRUE,Illegal Formation
"(1:06) (Shotgun) PENALTY on TEN-77-T.Lewan, False Start, 5 yards, enforced at TEN 30 - No Play.",1,10,70,-5,TRUE,False Start
"(:41) (Shotgun) 17-R.Tannehill pass incomplete short middle to 16-T.Burks (55-J.Ward). PENALTY on NYG-59-A.Calitro, Defensive Holding, 5 yards, enforced at TEN 36 - No Play.",3,4,64,5,TRUE,Defensive Holding
"(:29) (Shotgun) 17-R.Tannehill pass incomplete deep left to 18-K.Philips. PENALTY on NYG-30-D.Holmes, Defensive Holding, 5 yards, enforced at TEN 47 - No Play.",3,4,53,5,TRUE,Defensive Holding
"(12:19) (Shotgun) PENALTY on DET-71-L.Stenberg, False Start, 5 yards, enforced at PHI 15 - No Play.",2,10,15,-5,TRUE,False Start
"(12:19) (Shotgun) PENALTY on DET-71-L.Stenberg, False Start, 5 yards, enforced at PHI 20 - No Play.",2,15,20,-5,TRUE,False Start
"(8:42) (Shotgun) PENALTY on PHI-88-D.Goedert, False Start, 5 yards, enforced at PHI 44 - No Play.",3,10,56,-5,TRUE,False Start
"(5:51) (Shotgun) PENALTY on PHI-16-Q.Watkins, False Start, 5 yards, enforced at PHI 18 - No Play.",1,10,82,-5,TRUE,False Start
"(4:43) (No Huddle, Shotgun) 1-J.Hurts pass short right to 6-D.Smith ran ob at DET 48 for 11 yards (1-J.Okudah). PENALTY on PHI-68-J.Mailata, Offensive Holding, 10 yards, enforced at PHI 41 - No Play.",1,10,59,-10,TRUE,Offensive Holding
"(10:17) PENALTY on PHI, Offensive Too Many Men on Field, 5 yards, enforced at PHI 49 - No Play.",3,1,51,-5,TRUE,Offensive Too Many Men on Field
"(7:52) (Shotgun) PENALTY on PHI, Delay of Game, 5 yards, enforced at DET 6 - No Play.",2,6,6,-5,TRUE,Delay of Game
"(7:52) (Shotgun) 26-M.Sanders left end to DET 10 for 1 yard (49-C.Board, 5-D.Elliott). PENALTY on DET, Defensive Too Many Men on Field, 5 yards, enforced at DET 11 - No Play.",2,11,11,5,TRUE,Defensive Too Many Men on Field
"(7:00) (Shotgun) 32-D.Swift right end to DET 30 for 1 yard (22-M.Epps). PENALTY on DET-88-T.Hockenson, Offensive Holding, 10 yards, enforced at DET 29 - No Play.",2,6,71,-10,TRUE,Offensive Holding
"(11:34) (Shotgun) 26-M.Sanders right end pushed ob at DET 29 for 24 yards (21-T.Walker, 1-J.Okudah). PENALTY on DET-34-A.Anzalone, Unnecessary Roughness, 15 yards, enforced at DET 29.",1,10,53,15,TRUE,Unnecessary Roughness
"(7:49) (Shotgun) PENALTY on PHI-91-F.Cox, Encroachment, 5 yards, enforced at DET 43 - No Play.",3,8,57,5,TRUE,Encroachment
"(2:45) (Shotgun) 1-J.Hurts scrambles right tackle to DET 38 for 5 yards (21-T.Walker). PENALTY on DET-21-T.Walker, Disqualification, 15 yards, enforced at DET 38. Penalty on DET-21-T.Walker, Unnecessary Roughness, declined.",3,4,43,15,FALSE,Disqualification
"(:27) (Shotgun) 16-J.Goff pass incomplete deep left to 11-K.Raymond. PENALTY on PHI-57-T.Edwards, Defensive Holding, 5 yards, enforced at PHI 42 - No Play.",1,10,42,5,TRUE,Defensive Holding
"(12:59) (Shotgun) PENALTY on PHI, Delay of Game, 5 yards, enforced at PHI 40 - No Play.",2,7,60,-5,TRUE,Delay of Game
"(9:14) (Shotgun) 1-J.Hurts pass incomplete deep left to 6-D.Smith. Penalty on DET-1-J.Okudah, Defensive Pass Interference, offsetting, enforced at PHI 17 - No Play. Penalty on PHI-65-L.Johnson, Ineligible Downfield Pass, offsetting.",3,10,83,NA,TRUE,NA
"(8:31) 8-A.Siposs punts 43 yards to DET 38, Center-45-R.Lovato. 11-K.Raymond to DET 49 for 11 yards (58-K.Johnson; 48-P.Johnson). PENALTY on DET-31-K.Joseph, Offensive Holding, 10 yards, enforced at DET 38.",4,8,81,10,TRUE,Offensive Holding
"(4:48) (Shotgun) 16-J.Goff pass incomplete short middle to 88-T.Hockenson. PENALTY on PHI-23-C.Gardner-Johnson, Defensive Pass Interference, 11 yards, enforced at PHI 41 - No Play.",3,10,41,11,TRUE,Defensive Pass Interference
"(:37) PENALTY on PHI, Offensive Too Many Men on Field, 5 yards, enforced at DET 39 - No Play.",1,10,39,-5,TRUE,Offensive Too Many Men on Field
"(5:47) PENALTY on CIN-88-H.Hurst, False Start, 5 yards, enforced at CIN 35 - No Play.",1,10,65,-5,TRUE,False Start
"(4:30) (Shotgun) 9-J.Burrow pass short left intended for 85-T.Higgins INTERCEPTED by 20-C.Sutton at CIN 45. 20-C.Sutton to CIN 44 for 1 yard (85-T.Higgins). PENALTY on PIT-20-C.Sutton, Defensive Pass Interference, 3 yards, enforced at CIN 40 - No Play.",3,5,60,3,TRUE,Defensive Pass Interference
"(9:35) (Shotgun) 10-M.Trubisky pass incomplete short right to 14-G.Pickens. PENALTY on CIN-22-C.Awuzie, Defensive Pass Interference, 2 yards, enforced at CIN 3 - No Play.",3,3,3,2,TRUE,Defensive Pass Interference
"(5:33) (Shotgun) 9-J.Burrow pass deep middle intended for 83-T.Boyd INTERCEPTED by 20-C.Sutton at PIT 15. 20-C.Sutton pushed ob at PIT 26 for 11 yards (1-J.Chase). PENALTY on PIT-39-M.Fitzpatrick, Unnecessary Roughness, 7 yards, enforced at PIT 15.",1,10,43,7,TRUE,Unnecessary Roughness
"(:27) (Shotgun) PENALTY on CIN-67-C.Volson, False Start, 5 yards, enforced at PIT 3 - No Play.",2,3,3,-5,TRUE,False Start
Timeout #1 by CIN at 00:27. Used to avoid time run off due to False Start penalty under 2:00,NA,0,NA,NA,TRUE,NA
"(1:19) (Shotgun) 10-M.Trubisky scrambles left end ran ob at PIT 46 for 6 yards (22-C.Awuzie). PENALTY on PIT-65-D.Moore, Offensive Holding, 10 yards, enforced at PIT 40 - No Play.",3,6,60,-10,TRUE,Offensive Holding
"(9:38) (Shotgun) 9-J.Burrow pass deep middle to 83-T.Boyd to PIT 40 for 22 yards (34-T.Edmunds). Penalty on PIT-56-A.Highsmith, Defensive Offside, declined.",2,8,62,NA,FALSE,NA
"(6:13) 6-P.Harvin punts 60 yards to end zone, Center-46-C.Kuntz, Touchback. PENALTY on PIT-46-C.Kuntz, Offensive Holding, 10 yards, enforced at CIN 20.",4,4,60,-10,TRUE,Offensive Holding
"(3:48) (Shotgun) 9-J.Burrow sacked at PIT 40 for -10 yards (90-T.Watt). PENALTY on PIT-20-C.Sutton, Defensive Holding, 6 yards, enforced at PIT 30 - No Play.",3,11,30,6,TRUE,Defensive Holding
"(1:56) (Shotgun) 9-J.Burrow pass incomplete short left to 1-J.Chase (20-C.Sutton). PENALTY on CIN-1-J.Chase, Taunting, 15 yards, enforced between downs.",4,2,2,-15,TRUE,Taunting
"(:22) (Shotgun) 9-J.Burrow pass incomplete short right to 28-J.Mixon [90-T.Watt]. PIT-90-T.Watt was injured during the play.  PENALTY on PIT-90-T.Watt, Illegal Use of Hands, 5 yards, enforced at PIT 17 - No Play.",2,10,17,5,TRUE,Illegal Use of Hands
"(:13) (Shotgun) 9-J.Burrow pass incomplete short middle to 83-T.Boyd. PENALTY on PIT-39-M.Fitzpatrick, Unnecessary Roughness, 6 yards, enforced at PIT 12 - No Play.",2,10,12,6,TRUE,Unnecessary Roughness
"(8:21) (Shotgun) 9-J.Burrow pass incomplete deep right to 80-Mi.Thomas. PENALTY on PIT-25-A.Witherspoon, Defensive Pass Interference, 12 yards, enforced at CIN 25 - No Play.",1,10,75,12,TRUE,Defensive Pass Interference
"(:34) (No Huddle, Shotgun) 10-M.Trubisky pass deep middle to 88-P.Freiermuth to CIN 45 for 26 yards (21-M.Hilton). Penalty on CIN-94-S.Hubbard, Defensive Offside, declined.",3,1,71,NA,FALSE,NA
"(12:54) (Shotgun) PENALTY on SF-25-E.Mitchell, False Start, 5 yards, enforced at 50 - No Play.",2,3,50,-5,TRUE,False Start
"(5:12) 18-M.Wishnowsky punts 32 yards to CHI 3, Center-46-T.Pepper, downed by SF-33-T.Moore. PENALTY on SF-46-T.Pepper, Ineligible Downfield Kick, 5 yards, enforced at CHI 35 - No Play.",4,13,35,-5,TRUE,Ineligible Downfield Kick
"(4:19) (Shotgun) 1-J.Fields left end to CHI 15 for -1 yards (29-T.Hufanga). PENALTY on SF-57-D.Greenlaw, Unnecessary Roughness, 15 yards, enforced at CHI 15.",2,2,84,15,TRUE,Unnecessary Roughness
"(2:19) (Punt formation) PENALTY on CHI-50-S.Weatherford, False Start, 5 yards, enforced at CHI 26 - No Play.",4,14,74,-5,TRUE,False Start
"(11:00) (Shotgun) PENALTY on CHI-93-Ju.Jones, Neutral Zone Infraction, 4 yards, enforced at CHI 8 - No Play.",3,3,8,4,TRUE,Neutral Zone Infraction
"(7:26) (Shotgun) 5-T.Lance pass short left to 11-B.Aiyuk ran ob at SF 45 for 14 yards. PENALTY on SF-11-B.Aiyuk, Offensive Pass Interference, 10 yards, enforced at SF 31 - No Play.",3,3,69,-10,TRUE,Offensive Pass Interference
"(3:41) (Shotgun) 1-J.Fields to CHI 30 for -5 yards. FUMBLES, and recovers at CHI 30. 1-J.Fields pass incomplete short right [97-N.Bosa]. PENALTY on SF-90-K.Givens, Defensive Offside, 5 yards, enforced at CHI 35 - No Play.",1,10,65,5,TRUE,Defensive Offside
"(:32) (Field Goal formation) PENALTY on CHI-16-T.Gill, Unsportsmanlike Conduct, 15 yards, enforced at SF 29 - No Play.",4,6,29,-15,TRUE,Unsportsmanlike Conduct
"(6:54) (Shotgun) 32-D.Montgomery left guard to CHI 34 for no gain (31-T.Gipson). PENALTY on SF-57-D.Greenlaw, Face Mask, 15 yards, enforced at CHI 34 - No Play.",3,4,66,15,TRUE,Face Mask
"(2:36) 5-T.Lance pass incomplete short right. Penalty on SF-64-J.Brendel, Ineligible Downfield Pass, declined.",2,9,67,NA,FALSE,NA
"(:12) (Shotgun) 1-J.Fields scrambles right end pushed ob at CHI 44 for 5 yards (57-D.Greenlaw). PENALTY on SF-7-C.Ward, Defensive Holding, 5 yards, enforced at CHI 44.",3,9,61,5,TRUE,Defensive Holding
"(13:37) (Shotgun) 1-J.Fields right end to SF 41 for 1 yard (51-A.Al-Shaair). SF-51-A.Al-Shaair was injured during the play.  PENALTY on SF-51-A.Al-Shaair, Unnecessary Roughness, 15 yards, enforced at SF 41.",3,1,42,15,TRUE,Unnecessary Roughness
"(12:40) (Shotgun) 5-T.Lance pass incomplete short left to 15-J.Jennings. PENALTY on SF-74-S.Burford, False Start, 5 yards, enforced at SF 25 - No Play.",2,10,75,-5,TRUE,False Start
"(8:22) (Shotgun) 24-K.Herbert left guard to SF 7 for 5 yards (97-N.Bosa). PENALTY on SF-99-J.Kinlaw, Defensive Holding, 4 yards, enforced at SF 7.",2,11,12,4,TRUE,Defensive Holding
"2-C.Santos kicks 66 yards from CHI 35 to SF -1. 3-R.McCloud to SF 26 for 27 yards (24-K.Herbert). PENALTY on SF-24-J.Mason, Offensive Holding, 10 yards, enforced at SF 20.",NA,0,35,-10,TRUE,Offensive Holding
"(4:57) (No Huddle, Shotgun) PENALTY on SF-71-T.Williams, False Start, 5 yards, enforced at SF 33 - No Play.",1,10,67,-5,TRUE,False Start
"(2:37) (Shotgun) Penalty on CHI, Delay of Game, declined.",4,10,45,NA,FALSE,NA
"(9:02) PENALTY on TB-84-C.Brate, False Start, 5 yards, enforced at TB 25 - No Play.",1,10,75,-5,TRUE,False Start
"(4:28) (Shotgun) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at DAL 32 - No Play.",2,3,68,-5,TRUE,False Start
"5-J.Camarda kicks 67 yards from TB 35 to DAL -2. 9-K.Turpin to DAL 20 for 22 yards (88-C.Otton). PENALTY on DAL-23-R.Dowdle, Offensive Holding, 10 yards, enforced at DAL 20.",NA,0,35,-10,TRUE,Offensive Holding
"(7:31) 4-D.Prescott pass short right to 88-C.Lamb pushed ob at DAL 46 for 20 yards (31-A.Winfield) [94-C.Nassib]. PENALTY on DAL-88-C.Lamb, Offensive Pass Interference, 10 yards, enforced at DAL 26 - No Play.",1,10,74,-10,TRUE,Offensive Pass Interference
"(3:20) PENALTY on DAL-73-Ty.Smith, False Start, 5 yards, enforced at DAL 24 - No Play.",1,10,76,-5,TRUE,False Start
"(12:58) (Shotgun) PENALTY on TB-67-L.Goedeke, False Start, 5 yards, enforced at TB 37 - No Play.",3,8,63,-5,TRUE,False Start
"(12:30) 5-J.Camarda punts 43 yards to DAL 25, Center-97-Z.Triner. 9-K.Turpin to DAL 30 for 5 yards (30-D.Delaney). PENALTY on DAL-93-T.Basham, Running Into the Kicker, 5 yards, enforced at TB 32 - No Play.",4,13,68,5,TRUE,Running Into the Kicker
"(10:56) (Shotgun) 4-D.Prescott pass short right to 20-T.Pollard pushed ob at DAL 37 for 4 yards (9-J.Tryon). PENALTY on DAL-63-T.Biadasz, Ineligible Downfield Pass, 5 yards, enforced at DAL 33 - No Play.",1,10,67,-5,TRUE,Ineligible Downfield Pass
"(2:40) (Shotgun) 4-D.Prescott pass incomplete deep right to 17-D.Houston. PENALTY on TB-98-A.Nelson, Defensive Offside, 5 yards, enforced at DAL 19 - No Play.",3,16,81,5,TRUE,Defensive Offside
"(1:27) (No Huddle) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at DAL 43 - No Play.",2,5,57,-5,TRUE,False Start
"(:31) (No Huddle) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at TB 49 - No Play.",1,10,49,-5,TRUE,False Start
"(15:00) 20-T.Pollard up the middle to TB 39 for 6 yards (9-J.Tryon). PENALTY on DAL-78-T.Steele, Offensive Holding, 10 yards, enforced at TB 45 - No Play.",2,6,45,-10,TRUE,Offensive Holding
"(7:08) (Punt formation) PENALTY on TB-30-D.Delaney, False Start, 5 yards, enforced at TB 45 - No Play.",4,3,55,-5,TRUE,False Start
"(5:01) (Shotgun) 10-C.Rush sacked at DAL 46 for -7 yards (58-S.Barrett). PENALTY on TB-58-S.Barrett, Defensive Offside, 5 yards, enforced at TB 47 - No Play.",4,6,47,5,TRUE,Defensive Offside
"(2:00) (Shotgun) 10-C.Rush pass incomplete short right. PENALTY on DAL-10-C.Rush, Intentional Grounding, 13 yards, enforced at DAL 43.",1,10,57,-13,TRUE,Intentional Grounding
"(11:17) PENALTY on ARI-91-M.Dogbe, Neutral Zone Infraction, 5 yards, enforced at ARI 45 - No Play.",1,10,45,5,TRUE,Neutral Zone Infraction
"(9:41) 28-J.Jacobs up the middle to ARI 23 for 4 yards (39-J.Whittaker). PENALTY on LV, Illegal Formation, 5 yards, enforced at ARI 27 - No Play.",1,10,27,-5,TRUE,Illegal Formation
"(6:15) (Shotgun) 4-D.Carr pass incomplete short left to 83-D.Waller. PENALTY on ARI-34-J.Thompson, Defensive Pass Interference, 3 yards, enforced at ARI 4 - No Play.",3,4,4,3,TRUE,Defensive Pass Interference
"(1:21) (Shotgun) PENALTY on ARI-99-J.Watt, Neutral Zone Infraction, 5 yards, enforced at LV 20 - No Play.",1,10,80,5,TRUE,Neutral Zone Infraction
"(1:21) 4-D.Carr pass deep left to 83-D.Waller to LV 44 for 19 yards (34-J.Thompson) [3-B.Baker]. Penalty on ARI-20-M.Wilson, Illegal Contact, declined.",1,5,75,NA,FALSE,NA
"(15:00) (Shotgun) PENALTY on LV-74-K.Miller, False Start, 5 yards, enforced at ARI 33 - No Play.",1,10,33,-5,TRUE,False Start
"(13:33) (Shotgun) 35-Z.White left tackle to ARI 15 for 4 yards (3-B.Baker; 59-N.Vigil). PENALTY on LV-66-D.Parham, Offensive Holding, 10 yards, enforced at ARI 19 - No Play.",1,10,19,-10,TRUE,Offensive Holding
"(9:35) (Shotgun) 1-K.Murray pass incomplete short right [55-C.Jones]. PENALTY on ARI-1-K.Murray, Intentional Grounding, 15 yards, enforced at ARI 39.",2,6,61,-15,TRUE,Intentional Grounding
"2-D.Carlson kicks 63 yards from LV 35 to ARI 2. 26-E.Benjamin to ARI 20 for 18 yards (27-S.Webb). PENALTY on ARI-45-D.Gardeck, Illegal Block Above the Waist, 10 yards, enforced at ARI 20.",NA,0,35,-10,TRUE,Illegal Block Above the Waist
"(4:57) (Shotgun) 1-K.Murray pass short right to 18-A.Green to LV 46 for 10 yards (21-A.Robertson). PENALTY on ARI-68-K.Beachum, Ineligible Downfield Pass, 5 yards, enforced at ARI 44 - No Play.",1,10,56,-5,TRUE,Ineligible Downfield Pass
"(3:36) (Shotgun) 1-K.Murray pass short middle intended for 2-M.Brown INTERCEPTED by 39-N.Hobbs at ARI 45. 39-N.Hobbs to ARI 45 for no gain (24-D.Williams). PENALTY on LV-39-N.Hobbs, Defensive Holding, 5 yards, enforced at ARI 45 - No Play.",3,9,55,5,TRUE,Defensive Holding
"(1:51) (Shotgun) 28-J.Jacobs up the middle to LV 42 for 15 yards (34-J.Thompson; 44-M.Golden). PENALTY on LV-77-T.Munford, Offensive Holding, 10 yards, enforced at LV 32.",1,10,73,-10,TRUE,Offensive Holding
"(:36) (Shotgun) 4-D.Carr pass short left to 22-A.Abdullah to ARI 45 for 11 yards (45-D.Gardeck). PENALTY on LV-77-T.Munford, Illegal Formation, 5 yards, enforced at LV 44 - No Play.",2,10,56,-5,TRUE,Illegal Formation
"(14:26) (Shotgun) 1-K.Murray sacked at ARI 18 for -8 yards (91-B.Nichols). PENALTY on LV-91-B.Nichols, Face Mask, 15 yards, enforced at ARI 26 - No Play.",2,9,74,15,TRUE,Face Mask
"(11:30) (Shotgun) 1-K.Murray pass short left to 18-A.Green pushed ob at ARI 25 for 4 yards (39-N.Hobbs). PENALTY on ARI-68-K.Beachum, Illegal Formation, 5 yards, enforced at ARI 21 - No Play.",1,10,79,-5,TRUE,Illegal Formation
"(10:05) (No Huddle, Shotgun) 1-K.Murray right end ran ob at LV 20 for 22 yards (30-D.Harmon). PENALTY on ARI-18-A.Green, Offensive Holding, 10 yards, enforced at LV 32.",1,10,42,-10,TRUE,Offensive Holding
"(4:41) (Shotgun) 35-Z.White right guard to LV 43 for 3 yards (25-Z.Collins). PENALTY on LV-10-M.Hollins, Illegal Formation, 5 yards, enforced at LV 40 - No Play.",1,10,60,-5,TRUE,Illegal Formation
"(4:15) 4-D.Carr pass incomplete deep middle to 10-M.Hollins. PENALTY on ARI-20-M.Wilson, Defensive Pass Interference, 47 yards, enforced at LV 35 - No Play.",1,15,65,47,TRUE,Defensive Pass Interference
"(9:56) (Shotgun) Direct snap to 26-E.Benjamin.  26-E.Benjamin left end to LV 16 for 14 yards (39-N.Hobbs). PENALTY on ARI, Offensive Too Many Men on Field, 5 yards, enforced at LV 30 - No Play.",2,9,30,-5,TRUE,Offensive Too Many Men on Field
